marque,modèle,Puissance fiscale,Année,price,Carburant,Kilométrage
Skoda,Kodiaq,8,2019,295000,Diesel,73000.0
Renault,Latitude,8,2011,90000,Diesel,190000.0
Volkswagen,Jetta,8,2006,82500,Diesel,230000.0
Peugeot,Bipper,5,2014,80000,Diesel,177000.0
Hyundai,I30,6,2016,165000,Diesel,89000.0
Opel,Corsa,6,2013,73000,Essence,160000.0
Mercedes,Gla,8,2018,296000,Diesel,92000.0
Renault,Clio,7,2001,39000,Diesel,200000.0
Volkswagen,Polo,5,2014,86000,Essence,152000.0
Mercedes,Classe c,9,2009,145000,Diesel,250000.0
Citroen,C5 aircross,6,2021,225000,Diesel,23000.0
Volkswagen,Golf 7,8,2014,165000,Diesel,199000.0
Peugeot,508,8,2014,130000,Diesel,125000.0
Nissan,Juke,6,2021,227000,Essence,2300.0
Skoda,Octavia,8,2017,179000,Diesel,139000.0
Suzuki,Grand vitara,7,2007,72000,Diesel,200000.0
Chevrolet,Cmp,5,2012,80000,Essence,150000.0
Volkswagen,Polo,5,2010,78000,Essence,159000.0
Fiat,Doblo,6,2017,90000,Diesel,170000.0
Hyundai,Accent,6,2017,128000,Diesel,76000.0
Dacia,Duster,6,2015,120000,Diesel,118000.0
Ford,Kuga,8,2015,175000,Diesel,81600.0
Mercedes,Classe c,9,2010,130000,Diesel,265000.0
Renault,Clio,6,2017,120000,Diesel,90000.0
Hyundai,Accent,6,2017,110000,Diesel,140000.0
Renault,Clio,6,2008,48000,Essence,17500.0
Hyundai,Tucson,6,2019,235000,Diesel,40000.0
Bmw,Serie 5,8,2017,360000,Diesel,120000.0
Dacia,Logan,6,2019,115000,Diesel,51000.0
Mercedes,Classe c,9,2012,208000,Diesel,203000.0
Renault,Clio,6,2017,125000,Diesel,81000.0
Toyota,Rav-4,9,2009,105000,Diesel,169000.0
Porsche,Panamera,12,2013,332000,Diesel,220000.0
Mercedes,Classe c,9,2006,100000,Diesel,200000.0
Jeep,Wrangler,21,2013,275000,Essence,77000.0
Seat,Leon,8,2009,75000,Diesel,300000.0
Bmw,Serie 1,9,2005,72000,Essence,207000.0
Peugeot,208,6,2018,115000,Diesel,85000.0
Volkswagen,Touareg,12,2013,145000,Diesel,230000.0
Jeep,Grand cherokee,12,2015,199000,Diesel,159600.0
Hyundai,Grand santa fe,8,2007,95000,Diesel,255000.0
Dacia,Duster,6,2015,120000,Diesel,134000.0
Porsche,Panamera,28,2009,320000,Essence,85000.0
Renault,Megane sedan,6,2017,148000,Diesel,120000.0
Opel,Crossland,6,2020,160000,Diesel,42000.0
Mercedes,Vito,9,2001,90000,Diesel,395458.0
Audi,A3 sportback,8,2017,310000,Diesel,140000.0
Nissan,Micra,6,2021,158000,Diesel,70000.0
Bmw,Serie 7,12,2007,120000,Diesel,148000.0
Renault,Megane,6,2010,88000,Diesel,190000.0
Renault,Koleos,8,2010,90000,Diesel,130000.0
Kia,Picanto,6,2008,50000,Essence,140000.0
Ford,Kuga,6,2021,325000,Diesel,31000.0
Volkswagen,Golf 6,8,2010,137000,Diesel,200000.0
Dacia,Logan,6,2020,125000,Diesel,48000.0
Hyundai,I30,6,2017,145000,Diesel,94850.0
Ford,Kuga,8,2012,138000,Diesel,158000.0
Kia,Sportage,8,2019,255000,Diesel,80000.0
Honda,Civic,9,2005,43000,Essence,260000.0
Mitsubishi,Pajero,11,2009,88000,Diesel,358000.0
Renault,Clio,6,2021,157000,Diesel,27000.0
Volkswagen,Polo,6,2011,104000,Diesel,170000.0
Mercedes,Cls,12,2011,225000,Diesel,170000.0
Dacia,Sandero,6,2013,85000,Diesel,100000.0
Mercedes,Classe c,18,2006,55000,Essence,200000.0
Hyundai,Santa fe,9,2018,238000,Diesel,100000.0
Nissan,Juke,6,2014,125000,Diesel,147000.0
Honda,Cr-v,6,2017,200000,Diesel,120000.0
Peugeot,3008,6,2011,105000,Diesel,184000.0
Citroen,C1,6,2013,60000,Essence,70000.0
Volkswagen,Passat cc,8,2012,160000,Diesel,198000.0
Mercedes,Glk,9,2012,220000,Diesel,200000.0
Audi,Q5,8,2012,225000,Diesel,108000.0
Mercedes,Classe c,9,2001,81000,Diesel,400000.0
Audi,A3 sportback,6,2015,207000,Diesel,133000.0
Renault,Talisman,6,2018,220000,Diesel,90000.0
Ford,Focus 5p,7,2010,90000,Diesel,286000.0
Citroen,Berlingo,6,2007,57000,Diesel,300000.0
Fiat,Doblo,7,2012,74000,Essence,143000.0
Honda,Cr-v,9,2014,155000,Diesel,200000.0
Hyundai,I10,6,2010,62000,Essence,116000.0
Kia,Cerato,9,2008,55000,Essence,159000.0
Ford,Focus 5p,7,2009,91000,Diesel,188000.0
Honda,Cr-v,9,2011,113000,Diesel,183000.0
Chery,Qq,5,2009,30000,Essence,140000.0
Bmw,Serie 3,18,2008,140000,Essence,145000.0
Ford,Focus 4p,6,2012,117000,Diesel,190000.0
Volkswagen,Golf 7,6,2015,190000,Diesel,205800.0
Kia,Picanto,6,2016,75000,Essence,110000.0
Renault,Kadjar,6,2017,165000,Diesel,130000.0
Opel,Astra,7,2005,70000,Diesel,280000.0
Audi,A6,8,2018,340000,Diesel,57000.0
Toyota,C-hr,7,2018,200000,Hybride,42000.0
Renault,Megane,6,2013,100000,Diesel,142000.0
Toyota,Rav-4,9,2007,90000,Diesel,250000.0
Bmw,Serie 7,12,2009,149000,Diesel,234000.0
Fiat,Fiorino,6,2019,110000,Diesel,75000.0
Ford,Focus 5p,7,2010,73000,Diesel,165000.0
Bmw,Serie 4 gran coupe,8,2015,270000,Diesel,150000.0
Ford,Focus 4p,6,2014,126000,Diesel,153000.0
Kia,Picanto,5,2011,61000,Essence,93000.0
Ford,Transit,13,1996,90000,Diesel,379000.0
Renault,Clio,6,2017,100000,Diesel,90000.0
Bmw,Serie 1,8,2015,180000,Diesel,119000.0
Dacia,Sandero,7,2016,63000,Essence,99000.0
Mercedes,Classe s,12,2010,150000,Diesel,326000.0
Toyota,Verso,8,2012,114000,Diesel,110000.0
Peugeot,Partner,7,2010,60000,Diesel,310000.0
Volkswagen,Golf 4,8,2000,80000,Diesel,350000.0
Mercedes,Classe s,12,2005,100000,Diesel,200000.0
Peugeot,3008,6,2021,110000,Diesel,170000.0
Seat,Leon,8,2008,73000,Diesel,260000.0
Hyundai,I20,5,2019,142000,Diesel,14500.0
Jeep,Grand cherokee,14,2012,139000,Diesel,111000.0
Fiat,Tipo,5,2018,115000,Diesel,45000.0
Mercedes,250,8,1989,50000,Diesel,230000.0
Hyundai,I10,6,2009,58000,Essence,160000.0
Mercedes,Classe c,9,2008,140000,Diesel,240000.0
Jeep,Grand cherokee,12,2014,155000,Diesel,140000.0
Nissan,Qashqai,6,2017,178000,Diesel,67000.0
Toyota,Corolla,5,2009,80000,Diesel,260000.0
Ford,Kuga,6,2020,220000,Diesel,54000.0
Audi,Sq5,12,2015,385000,Diesel,140000.0
Toyota,Auris,4,2007,84000,Diesel,206454.0
Skoda,Fabia,7,2012,71000,Essence,105000.0
Mercedes,Classe c,9,2009,170000,Diesel,215000.0
Renault,Clio,6,2017,139000,Diesel,101111.0
Audi,A4,8,2017,265000,Diesel,66300.0
Opel,Astra,8,2006,63000,Essence,300000.0
Land-rover,Range rover evoque,9,2013,238000,Diesel,160000.0
Audi,A3 sportback,8,2015,280000,Diesel,174000.0
Citroen,Berlingo,6,2007,76000,Diesel,201.0
Hyundai,H350,10,2019,195000,Diesel,160000.0
Citroen,C4 picasso,8,2008,83000,Diesel,230000.0
Ford,Fiesta,6,2013,89000,Diesel,125000.0
Volkswagen,Passat,8,2006,88000,Diesel,210000.0
Hyundai,Grand santa fe,9,2020,320000,Diesel,51000.0
Volkswagen,Golf 4,8,2003,103000,Diesel,280000.0
Audi,A3 sportback,8,2010,140000,Diesel,220000.0
Renault,Clio,7,2007,64000,Diesel,230000.0
Renault,Captur,6,2021,210000,Diesel,33000.0
Citroen,C3,6,2014,88000,Diesel,130000.0
Zotye,Nomad ii,7,2012,53000,Essence,156213.0
Ford,Kuga,8,2015,160000,Diesel,194000.0
Mercedes,Classe c,9,2014,320000,Diesel,102000.0
Peugeot,Partner,7,2003,47000,Diesel,37000.0
Mercedes,Classe c,12,2008,165000,Diesel,125000.0
Mercedes,Classe c,8,2010,157000,Diesel,200000.0
Porsche,Cayenne,12,2009,170000,Diesel,210000.0
Dacia,Logan,6,2012,75000,Diesel,57000.0
Audi,A5 sportback,8,2015,220000,Diesel,120000.0
Toyota,Prado,12,2011,180000,Diesel,237000.0
Ford,Fiesta,7,2011,80000,Essence,150000.0
Renault,Kangoo,7,2009,68000,Diesel,187000.0
Volkswagen,Passat,8,2006,90000,Diesel,380000.0
Volvo,V40,8,2019,270000,Diesel,42000.0
Seat,Ibiza,6,2009,59000,Diesel,250000.0
Hyundai,Elantra,6,2015,137000,Diesel,81403.0
Volkswagen,Golf 5,8,2006,76000,Diesel,300000.0
Hyundai,H350,10,2019,195000,Diesel,150000.0
Volkswagen,Gol,6,2005,32500,Essence,210000.0
Volkswagen,Tiguan,8,2014,219000,Diesel,140000.0
Toyota,Corolla,8,2002,55000,Diesel,222000.0
Renault,Megane,6,2012,92000,Diesel,214000.0
Audi,A6,14,2006,75000,Essence,220000.0
Ford,Kuga,8,2018,220000,Diesel,94000.0
Volkswagen,Polo,8,2005,60000,Diesel,168000.0
Hyundai,Accent,7,2003,31000,Essence,200000.0
Bmw,Serie 5,8,2016,255000,Diesel,132000.0
Volkswagen,Crafter,8,2020,280000,Diesel,45248.0
Ford,Fusion,5,2006,60000,Diesel,25000.0
Jeep,Cherokee,9,2019,270000,Diesel,23000.0
Volkswagen,Touareg,12,2014,163000,Diesel,153000.0
Hyundai,Ix35,7,2015,168000,Diesel,138000.0
Peugeot,2008,6,2022,275000,Diesel,2300.0
Volkswagen,Touran,6,2011,145000,Diesel,190000.0
Dacia,Sandero,6,2010,71000,Diesel,45000.0
Toyota,Rav-4,9,2013,142000,Diesel,151700.0
Renault,Talisman,6,2017,190000,Diesel,45000.0
Volkswagen,Tiguan,8,2017,305000,Diesel,162000.0
Peugeot,206+,6,2011,58000,Essence,152000.0
Mercedes,Classe c,10,2000,60000,Diesel,300000.0
Hyundai,Tucson,8,2006,58000,Diesel,30000.0
Fiat,Punto,5,2015,73000,Diesel,159000.0
Volkswagen,Passat,8,2012,135000,Diesel,232000.0
Land-rover,Range rover evoque,6,2016,250000,Diesel,150000.0
Volkswagen,Golf 6,8,2009,130000,Diesel,250000.0
Jaguar,Xj,17,2012,145000,Essence,135000.0
Volkswagen,Touran,6,2011,150000,Diesel,19000.0
Mitsubishi,Lancer,9,2009,86000,Essence,96200.0
Audi,A6,12,2011,165000,Diesel,105000.0
Mini,Countryman,8,2012,129000,Essence,96000.0
Mercedes,Slc,14,1977,230000,Essence,180000.0
Nissan,Evalia,6,2018,133000,Diesel,126880.0
Renault,Clio,6,2019,130000,Diesel,92000.0
Peugeot,206,6,2004,38000,Essence,25000.0
Renault,Megane,7,2002,43000,Diesel,200000.0
Volkswagen,Tiguan,8,2009,152000,Diesel,195000.0
Kia,Sportage,7,2016,150000,Diesel,285000.0
Peugeot,206+,6,2018,60000,Essence,140000.0
Jaguar,Xf,9,2012,175000,Diesel,109000.0
Land-rover,Range rover evoque,9,2018,390000,Diesel,95000.0
Renault,Laguna,7,2003,68000,Diesel,142000.0
Dodge,Challenger,6,2011,175000,Essence,44000.0
Hyundai,I30,6,2018,173000,Diesel,135000.0
Renault,Scenic,7,1998,75000,Diesel,350000.0
Fiat,Fiorino,5,2019,96000,Diesel,84000.0
Renault,R19,7,1994,42000,Diesel,288000.0
Audi,A4,8,2016,245000,Diesel,177000.0
Mercedes,Classe e,9,1995,64500,Diesel,307000.0
Audi,A4,11,2006,58000,Essence,200000.0
Hyundai,Santa fe,9,2016,210000,Diesel,97000.0
Dacia,Dokker,7,2017,113000,Diesel,200000.0
Peugeot,Partner,7,2009,58000,Diesel,100000.0
Renault,Kangoo,7,2008,82000,Diesel,200000.0
Volkswagen,Tiguan,8,2014,199999,Diesel,75000.0
Citroen,C4,6,2008,68000,Diesel,184000.0
Bmw,X3,8,2014,220000,Diesel,136000.0
Mini,Cooper,11,2019,320000,Essence,18000.0
Mini,Cooper,9,2004,50000,Essence,20000.0
Citroen,C3,6,2007,53000,Essence,100000.0
Hyundai,I40,7,2013,155000,Diesel,158556.0
Peugeot,301,7,2014,98000,Diesel,82000.0
Audi,A4,8,2014,158000,Diesel,145000.0
Audi,S3,11,2014,265000,Essence,124000.0
Audi,A3 sportback,8,2008,60000,Essence,220000.0
Renault,Clio,7,2017,87000,Essence,190000.0
Volkswagen,Tiguan,8,2019,359999,Diesel,167000.0
Peugeot,508,6,2013,120000,Diesel,175000.0
Dacia,Logan,6,2021,95000,Diesel,60000.0
Mazda,Cx7,9,2011,140000,Diesel,149000.0
Renault,Clio,8,2005,46000,Essence,300000.0
Ford,Fiesta,6,2010,73000,Diesel,229500.0
Ford,Focus 5p,7,2016,156000,Diesel,480000.0
Hyundai,Accent,6,2018,120000,Diesel,10000.0
Renault,Megane,6,2009,93000,Diesel,220000.0
Skoda,Octavia,8,2014,133000,Diesel,230000.0
Renault,Laguna,9,2006,75000,Diesel,370000.0
Land-rover,Freelander,8,2003,70000,Diesel,300000.0
Ds,Ds3,9,2016,125000,Essence,109000.0
Jaguar,Xe,8,2013,210000,Diesel,260000.0
Fiat,Doblo,6,2018,110000,Diesel,90000.0
Peugeot,307,6,2002,50000,Diesel,400000.0
Kia,Picanto,8,2008,55000,Essence,160000.0
Renault,Clio,6,2021,144000,Diesel,5000.0
Renault,Kangoo,6,2015,110000,Diesel,148000.0
Volkswagen,Polo,5,2013,105000,Diesel,40000.0
Ford,Focus 5p,7,2009,88000,Diesel,122000.0
Ford,Focus 5p,6,2013,130000,Diesel,207000.0
Volkswagen,Passat,8,2009,105000,Diesel,179000.0
Kia,Seltos,6,2021,235000,Diesel,14994.0
Citroen,C3,6,2014,84000,Diesel,170000.0
Peugeot,508,6,2014,107000,Diesel,143000.0
Renault,Megane,6,2004,65000,Diesel,190000.0
Fiat,Ducato,8,2014,143000,Diesel,173000.0
Suzuki,Celerio,6,2011,58000,Essence,45000.0
Skoda,Octavia,8,2003,48000,Essence,249000.0
Alfa-romeo,Mito,6,2014,135000,Diesel,40000.0
Mercedes,Classe c,8,2005,100000,Diesel,250000.0
Volkswagen,Tiguan,8,2016,310000,Diesel,199500.0
Audi,A5 coupe,11,2012,120000,Essence,130000.0
Volkswagen,Golf 4,8,2003,85000,Diesel,232000.0
Renault,Kadjar,6,2018,190500,Diesel,55000.0
Dacia,Logan,6,2006,53000,Diesel,241000.0
Peugeot,3008,8,2019,265000,Diesel,62000.0
Renault,Scenic,6,2006,69000,Diesel,140000.0
Jaguar,Xe,8,2016,260000,Diesel,880000.0
Renault,Clio,6,2018,128000,Diesel,92000.0
Dacia,Logan,8,2007,45000,Essence,196000.0
Volkswagen,Passat,8,2006,78000,Diesel,355000.0
Peugeot,301,6,2013,70000,Diesel,160000.0
Porsche,Cayenne,12,2009,150000,Diesel,250000.0
Ford,Ecosport,6,2020,177000,Diesel,11000.0
Citroen,Berlingo,6,2012,143000,Diesel,78450.0
Land-rover,Freelander,8,1999,60000,Diesel,340000.0
Ford,Focus 5p,7,2008,78000,Diesel,200500.0
Hyundai,I30,6,2015,130000,Diesel,160000.0
Volkswagen,Polo,7,2008,65000,Essence,200000.0
Citroen,Berlingo,7,2017,108000,Diesel,150000.0
Volkswagen,Tiguan,8,2017,310000,Diesel,270000.0
Volkswagen,Touran,6,2012,152000,Diesel,200000.0
Ford,Focus 4p,6,2016,144000,Diesel,120000.0
Ford,Focus 5p,6,2015,145000,Diesel,56000.0
Mitsubishi,Colt,6,2012,49000,Essence,115000.0
Renault,Clio,6,2007,60000,Diesel,236000.0
Volkswagen,Cc,8,2015,174000,Diesel,137000.0
Volkswagen,Tiguan,8,2017,260000,Diesel,120000.0
Renault,Megane,6,2016,138000,Diesel,48270.0
Dacia,Logan,6,2014,74000,Essence,24000.0
Mercedes,Classe c,8,2006,108000,Diesel,320000.0
Hyundai,I10,6,2012,62000,Essence,186000.0
Volkswagen,Cc,8,2018,255000,Diesel,49000.0
Volkswagen,Golf 7,6,2015,220000,Diesel,134678.0
Ford,Connect,7,2013,85000,Diesel,290000.0
Renault,Kangoo,7,2007,76000,Diesel,290000.0
Audi,A3 sportback,8,2015,245000,Diesel,90000.0
Peugeot,308,8,2009,64500,Essence,211000.0
Honda,Accord,9,2012,118000,Diesel,200000.0
Ford,Fiesta,6,2017,107000,Diesel,120000.0
Mercedes,Glk,9,2013,195000,Diesel,160000.0
Ford,C max,6,2012,105000,Diesel,161000.0
Volkswagen,Golf 7,8,2013,145000,Diesel,144000.0
Skoda,Octavia,8,2003,55000,Diesel,388000.0
Hyundai,I20,6,2018,109000,Essence,56200.0
Hyundai,Santa fe,8,2015,240000,Diesel,166000.0
Mitsubishi,Pajero,11,2009,69000,Diesel,250000.0
Opel,Corsa,6,2020,170000,Diesel,47000.0
Volkswagen,Tiguan,8,2014,255000,Diesel,144000.0
Citroen,Jumper,9,2013,130000,Diesel,180000.0
Kia,Sportage,8,2021,320000,Diesel,11000.0
Renault,Megane,6,2018,170000,Diesel,73833.0
Nissan,Note,6,2015,95000,Diesel,144000.0
Peugeot,307,8,2001,48000,Diesel,300000.0
Renault,Megane,6,2016,135000,Diesel,151000.0
Peugeot,508,8,2012,103000,Diesel,230000.0
Renault,Clio,6,2016,102000,Diesel,147000.0
Hyundai,Elantra,6,2016,142000,Diesel,160000.0
Peugeot,Partner,6,2017,105000,Diesel,96000.0
Ford,Transit,8,2021,265000,Diesel,15000.0
Fiat,Ducato,9,2017,210000,Diesel,59000.0
Renault,Megane,7,2009,92000,Diesel,146000.0
Peugeot,Bipper,6,2013,80000,Diesel,16575.0
Toyota,Corolla,8,2006,61000,Diesel,360000.0
Mercedes,Classe c,8,2008,130000,Diesel,241000.0
Hyundai,Atos,6,2006,45000,Essence,119000.0
Peugeot,407,11,2006,40000,Essence,414122.0
Renault,Megane,6,2005,60000,Diesel,230000.0
Skoda,Octavia,8,2017,183000,Diesel,160000.0
Peugeot,308,6,2020,200000,Diesel,22000.0
Volkswagen,Touran,8,2008,120000,Diesel,246000.0
Ford,Focus 5p,6,2012,109000,Diesel,173000.0
Chery,A5,9,2008,31000,Essence,127000.0
Kia,Picanto,6,2010,60000,Essence,110000.0
Hyundai,I30,6,2015,142000,Diesel,104000.0
Peugeot,Partner,7,2007,54000,Diesel,250000.0
Dacia,Logan,6,2008,58000,Diesel,217000.0
Ford,C max,6,2014,137000,Diesel,160000.0
Renault,Fluence,6,2010,87000,Essence,200000.0
Seat,Toledo,6,2014,110000,Diesel,210000.0
Renault,Scenic,9,2009,55000,Essence,161000.0
Hyundai,Ix35,8,2012,135000,Diesel,251000.0
Nissan,Micra,6,2021,135000,Diesel,24000.0
Toyota,Yaris,7,1999,40000,Essence,250000.0
Nissan,Qashqai,8,2014,140000,Diesel,166000.0
Volkswagen,Polo,7,2009,62500,Essence,113000.0
Seat,Cordoba,8,2000,35000,Diesel,601340.0
Peugeot,3008,8,2018,270000,Diesel,76000.0
Hyundai,Santa fe,8,2011,100000,Diesel,317000.0
Mercedes,Classe c,9,2014,300000,Diesel,127000.0
Peugeot,207,6,2012,90000,Diesel,190000.0
Peugeot,208,7,2017,90000,Diesel,70000.0
Renault,R19,7,1991,35000,Diesel,146000.0
Volkswagen,Passat,8,2007,95000,Diesel,270000.0
Volkswagen,Touareg,12,2009,80000,Diesel,200000.0
Fiat,Fullback,10,2018,120000,Diesel,80000.0
Nissan,Qashqai,6,2011,122500,Diesel,200000.0
Renault,Scenic,6,2007,85000,Diesel,200000.0
Toyota,Yaris,6,2005,44000,Essence,160000.0
Hyundai,Ix35,8,2013,152000,Diesel,205365.0
Hyundai,Grand i10,6,2019,109000,Essence,22000.0
Honda,Jazz,8,2004,49500,Essence,307033.0
Renault,Kangoo,6,2007,68000,Diesel,99999.0
Bmw,Serie 6,12,2013,380000,Diesel,250000.0
Mercedes,Classe v,9,2015,320000,Diesel,98000.0
Hyundai,I30,6,2013,118000,Diesel,160000.0
Volkswagen,Touareg,10,2010,105000,Diesel,334800.0
Mini,Countryman,9,2011,130000,Diesel,150000.0
Audi,Q7,12,2011,170000,Diesel,200000.0
Dacia,Logan,6,2019,120000,Diesel,93000.0
Audi,A3 sportback,8,1999,80000,Diesel,160000.0
Seat,Ibiza,6,2015,100000,Diesel,140000.0
Renault,Talisman,6,2017,220000,Diesel,150000.0
Volkswagen,Golf 4,8,2003,85000,Diesel,331000.0
Peugeot,Partner,7,2008,53000,Diesel,207000.0
Renault,Laguna,6,2008,78000,Diesel,260000.0
Honda,Accord,9,2006,60000,Diesel,232000.0
Seat,Leon,6,2012,95000,Diesel,141000.0
Renault,Captur,6,2022,220000,Diesel,6000.0
Renault,Clio,6,2021,180000,Diesel,16293.0
Mitsubishi,Pajero sport,8,2017,173000,Diesel,45000.0
Renault,Master,9,2017,163000,Diesel,130000.0
Kia,Picanto,5,2010,58000,Essence,170000.0
Volkswagen,Golf 4,8,2000,80000,Diesel,274415.0
Ford,Ka,5,2014,69000,Diesel,169000.0
Renault,Clio,6,2016,120000,Diesel,74500.0
Honda,Civic,9,2003,40000,Essence,400000.0
Hyundai,I20,6,2015,90000,Diesel,130000.0
Mercedes,Sprinter,9,2011,171000,Diesel,240000.0
Peugeot,308,6,2008,74000,Diesel,278000.0
Ford,Fusion,8,2016,155000,Diesel,140000.0
Toyota,C-hr,10,2021,270000,Hybride,6000.0
Peugeot,206+,6,2011,59000,Essence,125000.0
Opel,Corsa,6,2020,160000,Diesel,12000.0
Land-rover,Freelander,8,2005,70000,Diesel,180000.0
Hyundai,Ix35,8,2013,135000,Diesel,130000.0
Peugeot,208,6,2017,105000,Diesel,83000.0
Hyundai,Terracan,10,2003,60000,Diesel,200000.0
Ford,Focus 4p,6,2016,140000,Diesel,74000.0
Peugeot,306,7,2001,47000,Diesel,435000.0
Ford,Focus 5p,7,2002,50000,Diesel,270000.0
Fiat,Doblo,5,2019,110000,Diesel,75000.0
Peugeot,508,6,2016,135000,Diesel,150000.0
Renault,Laguna,7,2004,58000,Diesel,327566.0
Suzuki,Wagon r,7,1999,38000,Essence,200000.0
Skoda,Fabia,6,2016,165000,Diesel,145000.0
Audi,A1,6,2011,115000,Diesel,133000.0
Volkswagen,Passat,8,2011,123000,Diesel,254000.0
Skoda,Superb,8,2012,105000,Diesel,180000.0
Volvo,Xc60,9,2008,154000,Diesel,201000.0
Citroen,C3,6,2007,52000,Essence,146000.0
Audi,A3 sportback,8,2015,295000,Diesel,177000.0
Seat,Leon,7,2016,158000,Diesel,96000.0
Land-rover,Freelander,9,2012,110000,Diesel,190000.0
Audi,Sq5,12,2014,300000,Diesel,135000.0
Bmw,Serie 3,17,2007,140000,Essence,150000.0
Peugeot,5008,8,2018,250000,Diesel,34000.0
Honda,City,9,2012,70000,Essence,80000.0
Volkswagen,Passat cc,8,2009,125000,Diesel,220000.0
Kia,Rio,8,2021,129500,Essence,11100.0
Ford,Focus 5p,6,2017,145000,Diesel,79000.0
Citroen,C-elysee,6,2016,87000,Diesel,142000.0
Nissan,X trail,6,2015,185000,Diesel,142800.0
Bmw,X5,27,2008,85000,Essence,163000.0
Renault,Megane,7,2018,159000,Diesel,107000.0
Audi,Q5,8,2014,255000,Diesel,160000.0
Mercedes,Classe c,9,2005,116000,Diesel,224867.0
Renault,Scenic,6,2004,63000,Diesel,280000.0
Hyundai,I10,6,2014,66000,Essence,160000.0
Honda,Cr-v,11,2008,72000,Essence,210000.0
Skoda,Rapid,6,2015,122000,Diesel,167000.0
Volkswagen,Cc,8,2016,230000,Diesel,200000.0
Volkswagen,Golf 7,8,2013,185000,Diesel,170000.0
Nissan,Micra,6,2017,134000,Diesel,22000.0
Ford,Focus 5p,7,2010,88000,Diesel,177000.0
Nissan,Qashqai,6,2017,188000,Diesel,126000.0
Fiat,Punto,5,2015,63000,Diesel,160000.0
Mercedes,Cla,9,2013,230000,Diesel,170000.0
Mercedes,Classe c,9,2014,300000,Diesel,140000.0
Hyundai,Santa fe,9,2016,210000,Diesel,75000.0
Peugeot,307,6,2005,70000,Diesel,100000.0
Ford,Mondeo,7,1993,33000,Diesel,40900.0
Lexus,Ls,24,2001,80000,Essence,130000.0
Seat,Leon,8,2007,70000,Diesel,300000.0
Audi,A3 berline,6,2016,230000,Diesel,68000.0
Land-rover,Range rover sport,12,2014,250000,Diesel,129000.0
Honda,Accord,13,2012,110000,Essence,198000.0
Volkswagen,Golf 7,8,2013,185000,Diesel,140000.0
Volkswagen,Golf 4,8,1999,62000,Diesel,240000.0
Hyundai,I10,6,2016,70000,Essence,130000.0
Dacia,Dokker,6,2019,128000,Diesel,128000.0
Seat,Ibiza,6,2011,80000,Diesel,180000.0
Kia,Sorento,9,2016,190000,Diesel,980000.0
Ford,Kuga,8,2016,200000,Diesel,160000.0
Ford,Focus 5p,6,2015,143000,Diesel,163000.0
Dacia,Duster,6,2012,100000,Diesel,219000.0
Kia,Sorento,9,2016,210000,Diesel,98000.0
Honda,Civic,8,2011,105000,Diesel,120000.0
Volkswagen,Tiguan,8,2016,310000,Diesel,150000.0
Mitsubishi,L200,10,2015,140000,Diesel,195000.0
Hyundai,Santa fe,9,2010,85000,Diesel,235000.0
Peugeot,307,6,2004,55000,Diesel,291000.0
Dacia,Duster,6,2014,110000,Diesel,125600.0
Renault,Laguna,9,2002,32000,Essence,140000.0
Seat,Leon,8,2009,60000,Essence,190000.0
Renault,Clio,6,2018,110000,Diesel,100000.0
Mercedes,Classe c,9,2008,160000,Diesel,358000.0
Toyota,C-hr,10,2017,195000,Hybride,89800.0
Ford,Galaxy,7,2008,108000,Diesel,240000.0
Dacia,Logan,7,2017,78000,Essence,180000.0
Fiat,Bravo,8,2009,58000,Diesel,250000.0
Renault,Koleos,8,2016,175000,Diesel,118835.0
Hyundai,Santa fe,9,2015,185000,Diesel,174000.0
Ford,Transit,9,2008,110000,Diesel,365000.0
Audi,A4,8,2013,197000,Diesel,202000.0
Hyundai,Santa fe,5,2016,180000,Diesel,115000.0
Renault,Fluence,6,2013,119000,Diesel,176000.0
Volkswagen,Caddy,8,2018,167000,Diesel,94000.0
Hyundai,Tucson,7,2020,290000,Diesel,80000.0
Renault,Megane,6,2004,60000,Diesel,390000.0
Bmw,Serie 3,8,2013,199000,Diesel,101000.0
Dacia,Logan,6,2017,92000,Diesel,170000.0
Volkswagen,Passat,8,2005,75000,Diesel,280000.0
Toyota,Avensis,4,2005,70000,Diesel,300000.0
Fiat,Palio,6,1999,39000,Essence,250000.0
Peugeot,308,6,2014,142000,Diesel,92000.0
Peugeot,206+,6,2012,67000,Essence,151000.0
Renault,R19,7,1994,50000,Diesel,140000.0
Dacia,Sandero,8,2012,57000,Essence,109000.0
Fiat,Grande punto,5,2013,68000,Diesel,120000.0
Mercedes,190,8,1993,52000,Diesel,190000.0
Bmw,X6,12,2010,178000,Diesel,230000.0
Renault,Megane,5,2010,89000,Diesel,210000.0
Peugeot,301,6,2013,83000,Diesel,181200.0
Jaguar,Xf,9,2014,185000,Diesel,152000.0
Fiat,Tipo,5,2021,135000,Diesel,44515.0
Toyota,Celica,9,1993,40000,Essence,139458.0
Peugeot,508,8,2016,145000,Diesel,160000.0
Hyundai,I40,7,2013,160500,Diesel,158558.0
Mini,One,9,2016,160000,Essence,102000.0
Ford,Focus 5p,7,2011,100000,Diesel,145000.0
Mercedes,Classe c,8,2011,176000,Diesel,250000.0
Renault,Kadjar,6,2017,195000,Diesel,102000.0
Peugeot,206,6,2007,46000,Essence,180000.0
